3,15,16,33,51,57
10,14,22,41,42,53
5,,6,34,46,53,55
9,36,37,41,51,53
11,34,45,48,51,54
8,27,37,42,53,56
20,31,34,37,54,60
10,35,38,51,52,60
14,21,27,31,35,50
20,40,42,52,54,60
1,,2,24,40,51,59
1,19,24,26,52,55
15,17,28,31,35,52
8,22,32,43,53,56
10,27,28,29,40,52
8,18,21,30,48,49
10,27,40,46,49,58
9,17,18,32,53,55
9,18,36,44,57,60
22,41,44,46,52,54
10,11,19,37,53,56
26,33,35,38,43,53
8,14,25,39,45,51
22,29,36,41,48,58
30,31,39,45,48,59
21,33,34,40,41,59
4,16,18,46,56,59
18,29,31,44,51,57
9,18,24,35,36,59
5,,6,34,46,53,55
10,37,40,43,57,59
9,24,44,51,55,58
2,30,36,43,48,60
7,27,39,52,55,57
14,15,30,53,55,60
8,22,36,37,46,52
18,20,33,44,47,60
1,19,24,42,50,58
5,23,38,39,51,54
6,15,25,37,48,55
11,26,47,55,57,59
7,21,33,35,39,58
6,,7,39,47,51,52
4,17,18,54,56,59
12,27,30,33,52,55
2,10,34,37,43,50
17,30,32,40,42,56
27,29,42,49,50,51
5,25,34,39,46,49
7,19,30,39,43,57
3,15,16,33,51,57
7,,8,23,36,46,54
9,19,20,50,51,60
5,24,25,26,42,60
8,,9,11,48,53,60
8,17,46,48,56,60
6,31,38,39,50,60
2,10,15,44,56,57
18,29,31,44,51,57
3,12,23,41,47,58
9,20,44,52,59,60
5,22,28,47,59,60
19,23,29,31,41,53
1,23,36,43,47,59
2,14,35,39,49,51
1,19,24,26,52,55
5,,7,37,43,53,54
5,18,23,32,49,54
14,25,28,45,53,58
8,14,25,39,45,51
5,20,29,33,40,59
1,15,37,39,48,52
5,29,30,36,41,48
2,20,21,27,51,60
5,,8,18,42,52,59
8,30,40,44,59,60
23,25,30,46,47,59
19,23,27,38,41,49
6,10,33,39,42,60
28,40,42,54,55,57
3,13,37,47,56,59
3,,9,20,36,53,54
28,40,42,54,55,57
5,21,31,39,40,56
22,29,32,49,54,59
28,40,42,54,55,57
19,23,27,38,41,49
9,28,31,36,37,42
17,20,49,52,57,59
3,36,40,46,58,60
9,11,21,49,53,54
14,19,40,47,55,58
5,27,36,40,46,48
2,20,21,27,51,60
7,,9,39,43,44,60
23,30,31,54,55,60
15,17,37,48,50,59
16,22,32,38,40,45
5,21,28,34,54,57
7,22,25,44,59,60
4,28,30,31,35,54
10,23,27,43,53,59
21,22,25,40,51,57
22,41,44,46,52,54
18,20,26,31,44,45
27,35,36,37,42,59
11,12,37,38,43,54
13,17,21,39,40,59
14,19,20,40,48,52
7,12,38,39,45,56
5,21,31,39,40,56
14,32,33,40,42,51
12,27,30,33,52,55
30,38,46,51,56,59
8,25,32,34,36,44
1,18,19,33,43,60
1,17,21,33,48,56
9,17,28,45,49,53
5,27,36,40,46,48
2,23,33,35,40,50
1,19,42,44,49,52
1,16,39,42,48,55
20,28,43,51,52,56
17,20,49,52,57,59
18,40,47,54,57,58
39,40,42,47,59,60
9,16,24,29,52,56
4,28,30,31,35,54
17,20,49,52,57,59
2,15,39,50,53,57
23,25,30,46,47,59
17,20,49,52,57,59
11,34,45,48,51,54
6,,7,39,47,51,52
9,18,36,44,57,60
13,25,35,41,50,56
5,18,31,43,55,58
10,34,41,44,45,54
7,35,40,44,50,55
26,33,35,38,43,53
3,20,29,40,44,58
4,31,42,52,57,59
27,35,36,37,42,59
2,18,30,31,45,56
1,23,36,43,47,59
3,15,16,33,51,57
3,13,37,47,56,59
21,33,34,40,41,59
29,38,39,49,53,58
1,32,38,47,51,54
4,19,30,34,57,59
1,15,26,51,54,59
14,30,36,38,46,59
8,18,21,30,48,49
18,20,24,45,51,57
43,44,46,53,54,59
30,38,46,51,56,59
15,18,31,33,34,56
18,30,37,41,44,50
15,17,29,35,36,59
25,35,42,45,52,57
10,23,27,43,53,59
9,20,44,52,59,60
22,29,36,41,48,58
25,26,29,36,52,54
4,16,31,36,54,55
12,31,44,51,54,56
22,29,32,49,54,59
1,27,29,38,50,52
14,21,29,34,46,47
20,23,25,32,54,60
10,23,27,43,53,59
5,25,31,33,37,51
13,26,27,28,35,52
4,29,33,36,38,42
9,22,29,36,51,56
3,16,17,44,53,60
15,24,32,50,53,57
11,18,20,34,41,56
10,14,43,46,49,53
11,20,21,30,50,52
10,29,30,34,43,52
24,33,40,43,46,49
29,40,43,44,45,47
43,44,46,53,54,59
3,32,33,42,48,50
4,16,31,36,54,55
9,26,34,43,53,54
4,,6,39,46,54,58
4,,7,42,47,48,51
12,18,31,50,59,60
19,29,35,42,55,57
5,,6,34,46,53,55
18,40,47,54,57,58
10,37,40,43,57,59
15,17,29,35,36,59
9,29,34,43,45,56
16,27,35,39,49,57
13,33,36,41,50,56
1,15,37,39,48,52
4,18,24,43,51,56
7,13,22,33,48,51
5,27,37,38,41,50
3,15,35,41,57,60
3,15,31,36,48,54
16,19,23,28,39,58
10,37,40,43,57,59
5,27,37,38,41,50
18,20,24,45,51,57
11,27,30,40,44,57
12,27,30,33,52,55
16,19,23,28,39,58
30,38,46,51,56,59
1,18,19,33,43,60
6,,8,38,50,53,59
4,16,31,36,54,55
9,19,37,39,50,57
16,22,32,38,40,45
12,32,40,47,48,59
9,19,37,39,50,57
15,24,32,50,53,57
14,31,35,38,44,55
20,28,40,41,51,58
4,16,31,36,54,55
26,44,46,49,55,56
9,16,24,29,52,56
7,13,22,33,48,51
12,27,37,44,54,59
21,32,37,52,53,60
21,33,34,40,41,59
3,32,33,42,48,50
9,18,24,35,36,59
18,24,30,42,51,56
1,15,26,51,54,59
18,40,47,54,57,58
9,19,45,46,54,56
27,29,43,44,45,54
20,26,34,51,52,54
9,20,44,52,59,60
18,40,47,54,57,58
5,20,29,33,40,59
16,37,43,52,58,59
15,24,32,50,53,57
4,18,24,43,51,56
12,27,30,33,52,55
9,11,21,49,53,54
15,17,35,42,47,48
14,31,35,38,44,55
8,27,37,42,53,56
11,12,37,38,43,54
1,,2,24,40,51,59
14,21,27,31,35,50
10,21,43,47,53,55
1,11,26,51,59,60
1,18,19,33,43,60
10,14,22,41,42,53
11,27,30,40,44,57
31,32,34,40,50,55
8,,9,39,44,49,58
8,,9,39,44,49,58
12,13,19,41,45,49
27,35,36,37,42,59
14,31,35,38,44,55
5,22,28,47,59,60
3,15,31,36,48,54
1,17,21,33,48,56
1,27,29,38,50,52
2,14,48,55,58,60
22,28,30,31,35,54
10,13,20,40,44,53
7,13,22,33,48,51
11,13,27,34,46,49
19,29,35,42,55,57
3,16,17,44,53,60
11,26,47,55,57,59
10,31,40,50,55,56
3,32,37,39,47,53
8,12,24,40,43,49
3,32,33,42,48,50
17,20,49,52,57,59
4,,8,27,44,54,59
15,24,32,50,53,57
8,,9,25,41,57,60
4,,7,42,47,48,51
24,33,40,43,46,49
1,15,26,51,54,59
2,10,34,37,43,50
9,30,33,37,40,41
4,17,38,40,50,55
7,13,22,33,48,51
5,18,23,32,49,54
4,12,30,47,49,59
19,21,25,28,43,50
1,15,26,51,54,59
9,17,18,32,53,55
8,25,32,34,36,44
38,42,44,52,58,60
17,41,42,44,45,60
3,32,33,42,48,50
10,12,36,44,54,57
18,29,31,44,51,57
19,21,25,28,43,50
5,18,31,43,55,58
36,37,39,49,54,60
9,28,31,36,37,42
20,26,34,51,52,54
7,,8,23,36,46,54
23,25,30,46,47,59
5,22,28,47,59,60
8,14,25,39,45,51
23,27,30,37,38,44
10,28,32,41,47,57
10,34,41,44,45,54
5,14,37,43,46,58
2,10,34,37,43,50
30,38,46,51,56,59
8,17,46,48,56,60
17,19,29,31,44,57
1,27,29,38,50,52
8,18,21,30,48,49
3,25,31,41,43,60
19,29,35,42,55,57
3,16,17,44,53,60
11,15,40,41,42,47
12,27,30,33,52,55
5,29,30,36,41,48
22,41,44,46,52,54
1,18,19,33,43,60
20,24,28,37,41,44
20,28,40,41,51,58
8,,9,25,41,57,60
9,36,37,41,51,53
10,14,32,47,50,56
32,44,48,51,53,59
5,18,33,43,56,57
4,36,44,46,53,56
20,24,34,39,54,60
4,16,31,36,54,55
8,18,21,30,48,49
5,22,28,47,59,60
15,18,31,33,34,56
10,37,40,43,57,59
14,19,20,40,48,52
20,28,40,41,51,58
4,32,34,43,52,58
2,10,15,44,56,57
4,28,30,31,35,54
11,26,47,55,57,59
14,21,29,34,46,47
8,21,34,40,43,52
17,27,32,34,47,56
17,23,24,27,49,56
2,14,35,39,49,51
3,,6,29,36,47,59
7,13,22,33,48,51
4,16,31,36,54,55
14,21,29,34,46,47
10,20,42,44,52,59
9,18,24,35,36,59
13,33,36,41,50,56
22,29,32,49,54,59
4,32,34,43,52,58
18,20,26,31,44,45
4,18,24,43,51,56
27,35,36,37,42,59
5,28,33,36,37,38
9,18,19,43,47,54
10,12,36,44,54,57
6,15,25,37,48,55
25,35,42,45,52,57
12,17,44,45,46,60
4,36,44,46,53,56
5,27,36,40,46,48
3,18,26,51,53,56
1,19,24,26,52,55
15,18,31,33,34,56
4,32,34,43,52,58
1,21,38,41,49,56
14,25,28,45,53,58
5,,7,37,43,53,54
14,19,20,40,48,52
9,22,29,36,51,56
19,23,29,31,41,53
36,37,39,49,54,60
11,27,30,40,44,57
15,27,34,42,49,53
8,22,36,37,46,52
8,30,40,44,59,60
2,20,35,38,45,51
14,15,26,30,42,54
11,15,40,41,42,47
5,10,33,40,41,59
4,,7,42,47,48,51
20,23,25,32,54,60
15,17,35,42,47,48
5,,7,37,43,53,54
19,29,35,42,55,57
1,32,38,47,51,54
1,21,38,41,49,56
9,14,19,35,42,58
10,37,40,43,57,59
15,17,29,35,36,59
4,,7,42,47,48,51
13,16,46,53,57,58
5,22,28,47,59,60
17,23,24,27,49,56
20,28,40,41,51,58
7,,9,30,44,51,60
15,17,29,35,36,59
1,16,28,39,44,57
12,15,27,37,51,60
18,27,32,43,50,52
12,31,44,51,54,56
14,32,33,40,42,51
5,25,34,39,46,49
6,23,31,33,39,52
4,32,34,43,52,58
4,,8,27,44,54,59
4,29,33,36,38,42
10,28,29,35,42,46
8,21,34,40,43,52
15,24,32,50,53,57
3,15,16,33,51,57
7,,8,35,43,53,58
13,27,31,34,47,58
5,22,28,47,59,60
30,38,46,51,56,59
7,,8,23,36,46,54
5,25,31,33,37,51
13,25,35,41,50,56
13,14,24,39,40,45
2,23,33,35,40,50
9,20,44,52,59,60
3,25,31,41,43,60
6,10,35,45,49,56
8,,9,39,44,49,58
17,22,28,38,52,59
10,14,22,41,42,53
13,33,36,41,50,56
15,17,29,35,36,59
7,13,22,33,48,51
19,29,35,42,55,57
4,,7,42,47,48,51
20,31,34,37,54,60
10,37,40,43,57,59
9,16,24,29,52,56
17,19,29,31,44,57
19,29,35,42,55,57
9,18,24,35,36,59
28,40,42,54,55,57
17,27,34,48,51,55
9,28,31,36,37,42
26,44,46,49,55,56
1,15,26,51,54,59
2,,3,17,49,50,59
14,32,33,40,42,51
20,26,34,51,52,54
4,16,31,36,54,55
3,15,16,33,51,57
17,20,49,52,57,59
4,27,36,37,49,52
17,27,34,48,51,55
5,21,28,34,54,57
8,22,36,37,46,52
9,24,31,44,48,49
12,30,34,44,57,60
5,10,33,40,41,59
4,19,30,34,57,59
8,,9,39,44,49,58
9,28,31,36,37,42
15,16,26,29,43,57
9,11,21,49,53,54
8,21,34,40,43,52
2,10,34,37,43,50
4,16,31,36,54,55
8,16,24,39,52,60
9,12,34,46,47,57
1,,2,24,40,51,59
9,16,24,29,52,56
14,30,36,38,46,59
1,,5,12,47,52,59
4,23,39,52,55,56
7,27,39,52,55,57
30,38,46,51,56,59
14,25,28,45,53,58
10,28,29,35,42,46
9,14,19,35,42,58
9,15,23,45,46,56
9,12,34,46,47,57
1,16,34,36,45,48
1,15,26,51,54,59
2,,4,29,52,56,60
3,16,17,44,53,60
10,28,29,35,42,46
14,32,33,40,42,51
4,27,36,37,49,52
13,17,21,39,40,59
23,41,42,48,49,59
24,33,40,43,46,49
4,19,30,34,57,59
17,23,24,27,49,56
28,40,42,54,55,57
4,32,34,43,52,58
17,23,24,27,49,56
16,35,36,41,52,54
4,12,30,47,49,59
9,14,19,35,42,58
3,15,16,33,51,57
7,21,33,35,39,58
1,15,28,43,50,57
4,,7,42,47,48,51
4,17,18,54,56,59
17,41,42,44,45,60
18,31,33,49,57,58
12,27,37,44,54,59
15,18,31,33,34,56
5,,7,37,43,53,54
10,19,26,28,44,54
9,21,23,30,41,56
3,16,17,44,53,60
29,48,52,54,55,58
9,16,24,29,52,56
9,18,19,43,47,54
7,10,28,50,51,59
20,31,36,37,45,51
21,32,37,52,53,60
2,,8,27,32,49,56
2,10,34,37,43,50
12,32,40,47,48,59
4,32,34,43,52,58
8,,9,39,44,49,58
4,15,43,47,50,60
9,11,21,49,53,54
11,16,24,35,46,50
4,19,30,34,57,59
10,28,32,41,47,57
18,40,47,54,57,58
4,18,21,34,38,59
9,22,29,36,51,56
20,26,34,51,52,54
10,14,22,41,42,53
1,18,19,33,43,60
4,28,30,31,35,54
6,23,31,33,39,52
14,30,36,38,46,59
2,33,42,43,51,55
20,28,37,46,49,55
28,40,42,54,55,57
6,19,31,34,51,56
15,18,31,33,34,56
3,16,17,44,53,60
4,29,33,36,38,42
13,16,32,33,34,56
24,33,40,43,46,49
14,19,40,47,55,58
5,22,28,47,59,60
8,,9,39,44,49,58
14,15,27,42,44,48
2,15,39,50,53,57
12,13,19,41,45,49
8,14,25,39,45,51
4,,8,27,44,54,59
1,21,38,41,49,56
18,27,32,43,50,52
4,,7,42,47,48,51
18,20,36,53,54,58
4,29,33,36,38,42
5,10,25,39,43,52
12,31,44,51,54,56
27,28,29,32,48,55
11,20,21,30,50,52
10,29,30,34,43,52
10,16,20,26,49,55
19,20,31,42,51,56
18,20,24,36,53,58
4,20,30,41,47,58
23,27,30,37,38,44
17,20,49,52,57,59
5,18,23,32,49,54
5,10,37,46,54,58
3,15,16,33,51,57
23,26,27,41,51,53
3,32,33,42,48,50
23,28,38,42,50,53
17,30,32,40,42,56
17,20,49,52,57,59
8,14,25,39,45,51
9,14,19,35,42,58
18,24,30,42,51,56
9,17,18,32,53,55
5,18,33,43,56,57
11,34,45,48,51,54
7,,8,23,36,46,54
2,11,40,48,49,55
25,35,42,45,52,57
11,34,45,48,51,54
3,38,42,47,55,56
8,11,31,33,42,57
2,17,23,43,44,51
24,25,32,34,50,57
25,35,42,45,52,57
2,33,42,43,51,55
22,29,32,49,54,59
10,14,22,41,42,53
2,10,15,44,56,57
14,19,20,40,48,52
3,,8,36,40,51,53
7,19,30,39,43,57
7,35,40,44,50,55
7,13,22,33,48,51
5,17,24,52,55,57
7,35,40,44,50,55
13,33,36,41,50,56
4,19,30,34,57,59
20,28,40,41,51,58
12,27,37,44,54,59
24,33,40,43,46,49
4,32,34,43,52,58
11,26,47,55,57,59
14,25,28,45,53,58
3,15,16,33,51,57
3,15,16,33,51,57
4,,8,27,44,54,59
24,33,40,43,46,49
29,38,39,49,53,58
13,19,24,46,50,60
17,29,31,35,43,59
29,38,39,49,53,58
24,26,27,36,39,59
14,19,20,40,48,52
12,18,31,50,59,60
15,17,35,42,47,48
5,27,36,40,46,48
5,30,36,39,57,58
6,19,31,34,51,56
11,15,40,41,42,47
1,,2,24,40,51,59
3,32,33,42,48,50
18,20,26,31,44,45
17,41,42,44,45,60
3,,9,20,36,53,54
30,38,46,51,56,59
4,19,30,34,57,59
18,30,37,41,44,50
9,11,21,49,53,54
3,32,37,39,47,53
5,10,37,46,54,58
1,,8,34,41,53,58
11,16,24,35,46,50
4,18,26,36,41,53
6,24,31,35,42,57
5,29,30,36,41,48
20,31,34,37,54,60
25,35,42,45,52,57
8,21,34,40,43,52
23,41,42,48,49,59
5,10,37,46,54,58
15,18,31,33,34,56
7,12,38,39,45,56
14,19,40,47,55,58
7,12,38,39,45,56
8,14,25,39,45,51
28,40,42,54,55,57
12,32,40,47,48,59
9,20,44,52,59,60
15,16,26,29,43,57
43,44,46,53,54,59
8,21,34,40,43,52
10,28,29,35,42,46
8,27,37,42,53,56
6,19,23,37,49,50
17,27,32,34,47,56
33,38,47,50,52,55
2,10,34,37,43,50
21,33,34,40,41,59
12,17,19,32,47,55
6,17,19,34,46,55
30,38,46,51,56,59
1,,8,30,36,47,53
19,29,35,42,55,57
